cSectionStatus,courseNumber,courseTitle,crn,department,description,distDesg,finalExam,instructorList,instructorUPI,meetingEndTimeList,meetingPattern,meetingPatternLocation,meetingStartTimeList,prerequisites,primXLst,schoolCode,schoolDescription,scndXLst,sectionNumber,sectionStatus,session,shortTitle,subjectCode,subjectNumber,syllabusLink,termCode
C,110,Introduction to the History of Art: Global Decorative Arts,10432,ARCG,"<p>Global history of the decorative arts from antiquity to the present. The materials and techniques of ceramics, textiles, metals, furniture, and glass. Consideration of forms, imagery, decoration, and workmanship. Themes linking geography and time, such as trade and exchange, simulation, identity, and symbolic value.</p>",['YCHU'],50,[],[],[],[],[],[],,HSAR110,YC,Yale College,[],01,C,,Intro HistArt: Decorative Arts,ARCG,ARCG110,,202403
A,161,Art and Myth in Greek Antiquity,10435,ARCG,"<p>Visual exploration of Greek mythology through the study of ancient Greek art and architecture. Greek gods, heroes, and mythological scenes&#160;foundational to Western culture; the complex nature of Greek mythology; how art and architecture rendered myths ever present in ancient Greek daily experience; ways in which visual representations can articulate stories. Use of collections in the Yale University Art Gallery.</p>","['YCHU', 'YXWR']",50,['Milette Gaifman'],['12222869'],[],"['MW 10.30-11.20', '1 HTBA YUAG AUD']","['YUAG AUD', '1 HTBA YUAG AUD']",[],,HSAR247,YC,Yale College,['CLCV161'],01,A,,Art & Myth in Greek Antiquity,ARCG,ARCG161,https://yale.instructure.com/courses/98533/assignments/syllabus,202403
A,316L,Introduction to Archaeological Laboratory Sciences,10850,ARCG,"<p>Introduction to techniques of archaeological laboratory analysis, with quantitative data styles and statistics appropriate to each. Topics include dating of artifacts, sourcing of ancient materials, remote sensing, and microscopic and biochemical analysis. Specific techniques covered vary from year to year.</p>","['YANA', 'YCSC']",0,['Ellery Frahm'],['17209950'],[],['W 1.30-4.30'],['SA10 23'],[],,ARCG716L,YC,Yale College,"['ANTH316L', 'ANTH716L']",01,A,,IntroArchaeological LabScience,ARCG,ARCG316L,https://yale.instructure.com/courses/98311/assignments/syllabus,202403
A,215,Archaeology of China,10858,ARCG,"<p>Archaeology of China, one of the world's oldest and most enduring civilizations, from the era of early humans to early empires. Methods of interpreting remains from prehistoric and historic period sites.</p>","['YANA', 'YCSO']",0,['Anne Underhill'],['10248387'],[],['MW 9.00-10.15'],['HLH51 101'],[],,,YC,Yale College,['ANTH215'],01,A,,Archaeology of China,ARCG,ARCG215,https://yale.instructure.com/courses/98296/assignments/syllabus,202403
A,385,Archaeological Ceramics,10864,ARCG,"<p>Archaeological methods for analyzing and interpreting ceramics, arguably the most common type of object found in ancient sites. Focus on what different aspects of ceramic vessels reveal about the people who made them and used them.</p>","['YANA', 'YCSO']",0,['Anne Underhill'],['10248387'],[],['Th 1.30-3.20'],['HLH51 101'],[],,,YC,Yale College,"['ANTH785', 'ANTH385', 'ARCG785']",01,A,,Archaeological Ceramics,ARCG,ARCG385,https://yale.instructure.com/courses/98316/assignments/syllabus,202403
A,232,Ancient Civilizations of the Andes,11038,ARCG,<p>Survey of the archaeological cultures of Peru and Bolivia from the earliest settlement through the late Inca state.</p>,"['YANA', 'YCSO']",24,['Richard Burger'],['10255680'],[],"['TTh 11.35-12.50', '1 HTBA WTS B60']","['WTS B60', '1 HTBA WTS B60']",[],,,YC,Yale College,"['LAST232', 'ANTH232']",01,A,,AncientCivilizationsOfTheAndes,ARCG,ARCG232,https://yale.instructure.com/courses/98301/assignments/syllabus,202403
C,031,Origins of Civilization: Egypt and Mesopotamia,11500,ARCG,"<p>The origins of the earliest civilizations in Mesopotamia and Egypt along the Nile and Tigris-Euphrates Rivers explored with archaeological, historical and environmental data for the origins of agriculture, the classes and hierarchies that marked earliest cities, states and empires, the innovative monumental architecture, writing, imperial expansion, and new national ideologies. How and why these civilizational processes occurred with the momentous societal collapses at periods of abrupt climate change.</p>","['PREI', 'YCHU', 'YCSO']",50,[],[],[],[],[],[],"<p class=""prerequisites"">Enrollment limited to first-year students.</p>",NELC026,YC,Yale College,['EVST030'],01,C,,Origins of Civilization,ARCG,ARCG031,https://yale.instructure.com/courses/99047/assignments/syllabus,202403
A,245,Archaeology of Ancient Egypt: An Introduction,12321,ARCG,"<p>This lecture is an introductory class that examines in detail the archaeology of ancient Egypt following the chronological order of Egyptian history and covering almost 4000 years, from the late Neolithic period to the end of the Greco-Roman period.&#160;The aim is not only to give a comprehensive overview of major sites and discoveries but also to use as much as possible information from recent excavations, discuss problems and priorities concerning this field, offer an introduction to new fieldwork methods and approaches used in Egypt as well as a short history of this discipline.&#160;</p>",['YCHU'],50,['Nadine Moeller'],['24368883'],[],"['MW 11.35-12.25', '1 HTBA HQ 132']","['HQ 132', '1 HTBA HQ 132']",[],"<p class=""prerequisites"">none</p>",NELC243,YC,Yale College,"['ARCG645', 'NELC743']",01,A,,Intro to Egyptian Archaeology,ARCG,ARCG245,https://yale.instructure.com/courses/99531/assignments/syllabus,202403
A,363,Archaeologies of Empire,12529,ARCG,"<p>Empire is rarely studied cross-culturally, although it is second only to hunting-and-gathering as the most successful, longest-lived, regional politico-economic organization. Despite major empire-specific research efforts, there remains, as well, little consensus as to empires' genesis and function. Here we attempt to define the features of empire, their genesis and their function, in ancient and modern times.&#160;Comparative study of origins, structures, efficiencies, and limitations of imperialism, ancient and modern, in the Old and New Worlds, from Akkad to ""Indochine"" and from Wari to Aztec. The contrast between ancient and modern empires examined from the perspectives of nineteenth- and twentieth-century archaeology and political economy.</p>","['YCHU', 'YCSO']",50,['Harvey Weiss'],['10306867'],[],['Th 3.30-5.20'],['HQ C07'],[],,NELC330,YC,Yale College,['EVST371'],01,A,,Archaeologies of Empire,ARCG,ARCG363,https://yale.instructure.com/courses/99823/assignments/syllabus,202403
A,425,Archaeology of Protohistoric Japan,14143,ARCG,"<p>Where and when are the origins of Japanese culture? In this seminar we will examine the archaeology of the Japanese archipelago from the introduction of paddy rice agriculture through the end of the 8th century with an eye toward this question. Examining excavated materials and early textual accounts, we will confront myths—both ancient and modern—of Japanese origins, and interrogate the framing of these time periods. Students will explore the interplay between event and process; and between local developments and outside influence through topics including the arrival of immigrant populations and rice agriculture, political and trade relationships within the archipelago as well as on the Asian continent, and the emergence of political “statehood.”</p>",['YCSO'],50,['Scott Lyons'],['25539894'],[],['M 3.30-5.20'],['WTS A42'],[],,EAST428,YC,Yale College,['ANTH425'],01,A,,Archeology Protohistoric Japan,ARCG,ARCG425,https://yale.instructure.com/courses/100514/assignments/syllabus,202403
A,353,The Archaeology of Trade and Exchange,14155,ARCG,"<p>This seminar will focus on archaeological approaches to exchange and trade. As background, we will review some of the principal theories of exchange from anthropology and sociology, such as those of Mauss, Malinowski and Polanyi. The role of trade and exchange in different kinds of societies will examined by contextualizing these transactions within specific cultural configurations and considering the nature of production and consumption as they relate to movement of these goods. We will consider methods and models that have been used to analyze regions of interaction at different spatial scales and the theoretical arguments about the social impact of inter-regional and intra-regional interactions involving the transfer of goods, including approaches such as world systems, unequal development and globalization. In addition, we will examine the ways that have been utilized in archaeology to identify different kinds of exchange systems, often through analogies to well documented ethnographic and historic cases. Finally, we will consider the range of techniques that have been employed in order to track the movement of goods across space. These sourcing techniques will be evaluated in terms of their advantages and disadvantages from an archaeological perspective, and how the best technical analyses may vary according to the nature of natural or cultural materials under consideration (ceramics, volcanic stone, metals, etc.). The theme for this year’s seminar is obsidian so students should select some aspect of obsidian research for their final paper and presentation.</p>",[],50,['Richard Burger'],['10255680'],[],"['1 HTBA', 'F 2.30-4.30']","['1 HTBA', 'HLH51 101']",[],,ARCG756,YC,Yale College,['ANTH756'],01,A,,Archaeology Trade and Exchange,ARCG,ARCG353,https://yale.instructure.com/courses/100525/assignments/syllabus,202403
A,491,Senior Research Project in Archaeology,14255,ARCG,"<p>Required of all students majoring in Archaeological Studies. Supervised investigation of some archaeological topic in depth. The course requirement is a long essay to be submitted as the student's senior essay. The student should present a prospectus and bibliography to the director of undergraduate studies no later than the third week of the term. Written approval from the faculty member who will direct the reading and writing for the course must accompany the prospectus.</p>
",[],0,['Oswaldo Chinchilla Mazariegos'],['14437629'],[],['1 HTBA HLH51 101'],['1 HTBA HLH51 101'],[],,,YC,Yale College,[],01,A,,Senior Research Project,ARCG,ARCG491,,202403
C,450,Analysis of Lithic Technology,14742,ARCG,"<p>Introduction to the analysis of chipped and ground stone tools, including instruction in manufacturing chipped stone tools from obsidian. Review of the development of stone tool technology from earliest tools to those of historical periods; relevance of this technology to subsistence, craft specialization, and trade. Discussion of the recording, analysis, and drawing of artifacts, and of related studies such as sourcing and use-wear analysis.</p>","['YANA', 'YCSO']",50,[],[],[],[],[],[],,,YC,Yale College,['ANTH450'],02,C,,Analysis of Lithic Technology,ARCG,ARCG450,,202403
A,471,Directed Reading and Research in Archaeology,14744,ARCG,"<p>Qualified students may pursue special reading or research under the guidance of an instructor. A written statement of the proposed research must be submitted to the director of undergraduate studies for approval.</p>
",[],0,['Oswaldo Chinchilla Mazariegos'],['14437629'],[],['1 HTBA'],['1 HTBA'],[],,,YC,Yale College,[],01,A,,Directed Reading & Research,ARCG,ARCG471,,202403
